cycle_length,max_steps_reached
8,false
8,false
8,false
8,false
24,false
4,false
4,false
4,false
8,false
12,false
48,false
8,false
8,false
8,false
8,false
8,false
8,false
24,false
8,false
40,false
8,false
8,false
16,false
8,false
4,false
8,false
8,false
8,false
8,false
8,false
8,false
16,false
4,false
8,false
8,false
8,false
16,false
8,false
4,false
4,false
8,false
8,false
8,false
24,false
8,false
8,false
8,false
4,false
8,false
8,false
8,false
4,false
8,false
8,false
8,false
8,false
8,false
8,false
8,false
4,false
16,false
4,false
4,false
24,false
8,false
32,false
8,false
32,false
8,false
8,false
8,false
4,false
8,false
8,false
8,false
8,false
8,false
4,false
8,false
4,false
8,false
8,false
8,false
8,false
8,false
8,false
8,false
40,false
8,false
16,false
8,false
8,false
4,false
16,false
8,false
8,false
8,false
8,false
4,false
16,false
8,false
32,false
4,false
4,false
8,false
8,false
8,false
8,false
24,false
4,false
8,false
4,false
8,false
16,false
8,false
8,false
40,false
8,false
8,false
8,false
4,false
8,false
16,false
8,false
8,false
4,false
4,false
8,false
8,false
4,false
8,false
8,false
8,false
8,false
8,false
24,false
8,false
8,false
8,false
8,false
4,false
8,false
24,false
8,false
8,false
56,false
8,false
8,false
8,false
8,false
8,false
8,false
8,false
8,false
8,false
8,false
8,false
32,false
16,false
8,false
12,false
8,false
8,false
8,false
4,false
8,false
8,false
8,false
8,false
8,false
4,false
8,false
8,false
8,false
8,false
8,false
8,false
80,false
4,false
120,false
16,false
4,false
8,false
4,false
8,false
8,false
4,false
24,false
8,false
4,false
8,false
8,false
24,false
8,false
8,false
8,false
8,false
8,false
8,false
4,false
8,false
8,false
8,false
16,false
8,false
8,false
8,false
8,false
8,false
8,false
8,false
56,false
8,false
8,false
40,false
8,false
8,false
8,false
4,false
8,false
8,false
24,false
32,false
8,false
4,false
4,false
8,false
8,false
8,false
12,false
40,false
8,false
8,false
8,false
12,false
8,false
24,false
8,false
8,false
8,false
8,false
4,false
12,false
4,false
8,false
8,false
8,false
8,false
24,false
8,false
8,false
4,false
24,false
8,false
16,false
8,false
4,false
4,false
8,false
8,false
8,false
24,false
8,false
4,false
8,false
8,false
16,false
8,false
8,false
4,false
8,false
4,false
8,false
8,false
8,false
8,false
8,false
4,false
8,false
8,false
8,false
8,false
24,false
8,false
12,false
8,false
8,false
8,false
4,false
4,false
80,false
24,false
8,false
12,false
4,false
4,false
8,false
8,false
8,false
8,false
8,false
8,false
8,false
8,false
8,false
4,false
20,false
12,false
8,false
12,false
8,false
8,false
8,false
8,false
8,false
8,false
8,false
8,false
16,false
40,false
16,false
8,false
8,false
24,false
8,false
4,false
28,false
8,false
4,false
16,false
8,false
8,false
32,false
20,false
16,false
16,false
8,false
8,false
8,false
8,false
8,false
16,false
32,false
8,false
8,false
8,false
8,false
8,false
8,false
8,false
24,false
8,false
4,false
8,false
8,false
8,false
4,false
28,false
16,false
8,false
8,false
8,false
16,false
8,false
8,false
8,false
24,false
4,false
24,false
8,false
8,false
8,false
8,false
8,false
8,false
16,false
24,false
16,false
4,false
8,false
8,false
8,false
8,false
8,false
8,false
4,false
8,false
8,false
12,false
8,false
24,false
8,false
16,false
4,false
4,false
8,false
8,false
4,false
16,false
8,false
8,false
8,false
8,false
8,false
8,false
8,false
8,false
8,false
8,false
24,false
4,false
4,false
8,false
4,false
8,false
8,false
8,false
4,false
8,false
8,false
8,false
32,false
8,false
8,false
8,false
16,false
8,false
8,false
8,false
4,false
8,false
8,false
8,false
16,false
24,false
8,false
8,false
16,false
8,false
40,false
8,false
8,false
8,false
4,false
8,false
56,false
12,false
8,false
8,false
8,false
8,false
8,false
16,false
8,false
8,false
12,false
8,false
4,false
8,false
8,false
8,false
4,false
8,false
8,false
8,false
8,false
8,false
8,false
16,false
8,false
56,false
8,false
8,false
8,false
8,false
8,false
8,false
8,false
8,false
8,false
8,false
12,false
4,false
8,false
8,false
8,false
8,false
4,false
8,false
12,false
8,false
8,false
8,false
56,false
8,false
8,false
24,false
8,false
8,false
4,false
