cycle_length,max_steps_reached
4,false
4,false
4,false
4,false
8,false
12,false
4,false
4,false
4,false
20,false
8,false
4,false
4,false
4,false
8,false
4,false
4,false
4,false
8,false
4,false
4,false
4,false
8,false
4,false
8,false
4,false
12,false
4,false
8,false
8,false
8,false
8,false
4,false
4,false
4,false
4,false
8,false
12,false
4,false
4,false
4,false
8,false
4,false
4,false
4,false
4,false
4,false
8,false
4,false
4,false
4,false
8,false
16,false
8,false
4,false
4,false
4,false
8,false
4,false
4,false
8,false
24,false
8,false
16,false
4,false
4,false
8,false
4,false
4,false
4,false
8,false
4,false
8,false
8,false
8,false
8,false
8,false
8,false
4,false
4,false
16,false
8,false
4,false
4,false
60,false
4,false
4,false
4,false
4,false
4,false
4,false
4,false
8,false
4,false
4,false
8,false
4,false
4,false
4,false
8,false
4,false
8,false
16,false
4,false
4,false
4,false
8,false
4,false
4,false
4,false
8,false
4,false
8,false
4,false
4,false
12,false
8,false
12,false
4,false
4,false
4,false
4,false
8,false
8,false
8,false
8,false
4,false
8,false
4,false
4,false
4,false
8,false
4,false
4,false
8,false
4,false
4,false
4,false
4,false
16,false
24,false
4,false
4,false
8,false
4,false
20,false
8,false
12,false
8,false
8,false
8,false
8,false
4,false
4,false
8,false
24,false
4,false
24,false
8,false
4,false
4,false
8,false
4,false
4,false
4,false
4,false
20,false
4,false
8,false
12,false
4,false
8,false
12,false
8,false
12,false
8,false
4,false
8,false
4,false
8,false
4,false
4,false
4,false
48,false
4,false
8,false
8,false
4,false
8,false
24,false
4,false
8,false
4,false
4,false
12,false
8,false
4,false
4,false
4,false
4,false
4,false
4,false
8,false
12,false
4,false
4,false
4,false
24,false
4,false
4,false
4,false
8,false
8,false
4,false
8,false
8,false
8,false
8,false
8,false
4,false
4,false
4,false
20,false
12,false
8,false
4,false
4,false
4,false
40,false
8,false
72,false
8,false
8,false
4,false
4,false
4,false
8,false
4,false
4,false
4,false
8,false
4,false
12,false
8,false
8,false
4,false
4,false
4,false
12,false
8,false
24,false
4,false
4,false
4,false
8,false
4,false
4,false
8,false
4,false
8,false
4,false
12,false
4,false
4,false
8,false
8,false
4,false
8,false
4,false
4,false
4,false
8,false
8,false
4,false
8,false
4,false
8,false
8,false
4,false
8,false
4,false
8,false
4,false
4,false
8,false
8,false
8,false
4,false
4,false
12,false
8,false
16,false
8,false
8,false
4,false
4,false
4,false
4,false
8,false
24,false
4,false
8,false
8,false
4,false
8,false
4,false
20,false
4,false
4,false
4,false
8,false
8,false
4,false
8,false
4,false
4,false
8,false
8,false
4,false
4,false
8,false
8,false
4,false
8,false
8,false
4,false
4,false
4,false
4,false
4,false
8,false
4,false
4,false
4,false
8,false
4,false
8,false
4,false
8,false
4,false
20,false
4,false
4,false
8,false
8,false
8,false
4,false
8,false
8,false
4,false
8,false
4,false
4,false
4,false
4,false
8,false
8,false
8,false
4,false
8,false
4,false
8,false
4,false
24,false
12,false
8,false
4,false
12,false
4,false
4,false
4,false
24,false
8,false
4,false
4,false
8,false
4,false
4,false
4,false
4,false
4,false
12,false
4,false
24,false
8,false
8,false
4,false
4,false
4,false
4,false
8,false
4,false
8,false
8,false
4,false
4,false
20,false
16,false
8,false
8,false
4,false
12,false
8,false
4,false
4,false
48,false
8,false
8,false
4,false
8,false
8,false
4,false
8,false
4,false
4,false
4,false
8,false
8,false
8,false
4,false
4,false
4,false
8,false
4,false
8,false
8,false
4,false
4,false
4,false
4,false
4,false
8,false
4,false
4,false
4,false
12,false
8,false
4,false
4,false
8,false
8,false
24,false
4,false
4,false
4,false
4,false
4,false
12,false
4,false
8,false
8,false
8,false
4,false
24,false
4,false
4,false
4,false
8,false
4,false
4,false
16,false
4,false
8,false
4,false
4,false
8,false
8,false
8,false
4,false
4,false
8,false
4,false
4,false
4,false
4,false
4,false
20,false
4,false
12,false
8,false
8,false
8,false
8,false
4,false
8,false
4,false
4,false
8,false
8,false
4,false
12,false
8,false
4,false
4,false
8,false
8,false
4,false
12,false
4,false
8,false
